movieId,title,genres,director,plot_keywords,title_cast_short
86489,nothing about robert (rien sur robert) (1999),comedy drama,pascalbonitzer,paris france female journalist heterosexuality,fabriceluchini sandrinekiberlain valentinacervi
86491,stranded: i've come from a plane that crashed on the mountains (2007),documentary,gonzaloarijon,survival punctuation in title apostrophe in title year 1972,josealgorta robertocanessa alfredodelgado
86495,blind mountain (mang shan) (2007),drama,yangli,village mountain escape teacher,luhuang youanyang yulingzhang
86500,service (serbis) (2008),drama,brillantemendoza,male frontal nudity little boy sees nude woman male prostitution erection,ginapareño jaclynjose juliodiaz
86502,flow: for love of water (2008),documentary,danberger,environmental issues,billalexander maudebarlow basilbold
86539,white lightnin' (2009),drama,dominicmurphy,reform school appalachian tap dancing huffing,musewatson carriefisher wallacemerck
86541,to the sea (alamar) (2009),drama,pedrogonzález-rubio,sea mexico holiday crocodile,jorgemachado robertapalombini natanmachadopalombini
86548,water for elephants (2011),drama romance,richardlagravenese,animal abuse circus elephant ringmaster,reesewitherspoon robertpattinson christophwaltz
86550,love & savagery (2009),drama romance,deswalsh,geologist poet irish convent,allanhawco sarahgreene louisenicol
86572,"horseman, the (2008)",crime thriller,stevenkastrissios,death australia revenge toolbox,petermarshall carolinemarohasy bradmcmurray
86583,storm (2009),drama,berndlange,witness war crime serbian tape recorder,kerryfox anamariamarinca stephendillane
86590,day and night (dag och natt) (2004),drama,peterasmussen,eastern europe sister mistress senility,mikaelpersbrandt samkessel mariabonnevie
86593,african cats (2011),adventure documentary,alastairfothergill,cat maasai mara national reserve kenya extreme closeup giraffe,samuell.jackson patrickstewart
86604,my dog tulip (2009),animation drama,sandrafierlinger,german shepherd f rated dog movie autobiography,christopherplummer lynnredgrave isabellarossellini
86624,"woman, a gun and a noodle shop, a (san qiang pai an jing qi) (2009)",comedy drama,zhengchaoxu,noodles murder betrayal husband wife relationship,hongleisun shenyangxiao niyan
86626,socialism (film socialisme) (2010),drama,hannaharendt,palestine cruise essay film jew,jean-marcstehlé agathacouture mathiasdomahidy
86628,kill the irishman (2011),action crime,jonathanhensleigh,shot in the back of one's head assassination based on real person man,raystevenson vincentd'onofrio valkilmer
86635,vice (2008),crime film-noir mystery thriller,raulinglis,one night stand male nudity male frontal nudity brothel madam,michaelmadsen darylhannah mykeltiwilliamson
86642,cold weather (2010),drama,aaronkatz,reference to sherlock holmes code breaking brother sister relationship ex girlfriend,crislankenau triestekellydunn raúlcastillo
86644,"fast five (fast and the furious 5, the) (2011)",action crime drama thriller imax,chrismorgan,heist safe rio de janeiro brazil drugs,vindiesel paulwalker jordanabrewster
86646,shirin (2008),drama,abbaskiarostami,cinema asians distaff theater,mahnazafshar pegahahangarani taranehalidoosti
86717,kosmos (2010),drama,rehaerdem,character name as title modern shamanism one word title,sermetyesil türküturan serkankeskin
86725,we are what we are (somos lo que hay) (2010),drama horror,jorgemichelgrau,slasher cannibal latin american slasher mexico,franciscobarreiro paulinagaitan alanchávez
86750,"robber, the (der räuber) (2010)",crime drama,martinprinz,marathon stolen car manhunt very little dialogue,andreaslust markusschleinzer romankettner
86753,i just didn't do it (soredemo boku wa yattenai) (2006),drama,masayukisuo,opposite sex attraction bacon japanese schoolgirl cop,ryôkase asakaseto kôjiyamamoto
86756,"idiot returns, the (návrat idiota) (1999)",comedy drama romance,sasagedeon,foreign language adaptation,pavelliska annageislerová tatianavilhelmová
86758,"bastards, the (los bastardos) (2008)",crime drama thriller,amatescalante,mexican day laborer vomiting mexican immigrant,jesusmoisesrodriguez rubénsosa ninazavarin
86760,truly human (et rigtigt menneske) (2001),drama,åkesandgren,man in a shower woman in a shower nudity male full frontal nudity,nikolajliekaas petermygind susanolsen
86762,attenberg (2010),drama,athinaracheltsangari,male frontal nudity architect terminal illness industrial town,arianelabed vangelismourikis evangeliarandou
86766,my dear enemy (meotjin haru) (2008),drama romance,yoon-kilee,adventure comedy,do-yeonjeon jung-wooha il-hwachoi
86768,night and day (bam gua nat) (2008),drama,sang-soohong,painting artist paris france south korea,yeong-hokim su-jeonghwang eun-hyepark
86770,porto of my childhood (porto da minha infância) (2001),drama,jorgetrêpa,city old house ruin voice over narration,jorgetrêpa ricardotrêpa mariademedeiros
86781,incendies (2010),drama mystery war,denisvilleneuve,twin brother and sister family relationships middle east university,mustafakamel husseinsami rémygirard
86785,blue smoke (2007),drama romance thriller,ronnikern,woman with a gun fire neighbor stalker,aliciawitt scottbakula matthewsettle
86787,montana sky (2007),drama romance thriller,aprilsmith,ranch funeral abusive ex husband sibling relationship,ashleywilliams charlotteross dianeladd
86795,"leaning tower, the (kalteva torni) (2006)",comedy,timokoivusalo,obsession,marttisuosalo liisamustonen seelasella
86815,soul surfer (2011),action drama,seanmcnamara,shark surfer christian surfing,annasophiarobb helenhunt dennisquaid
86817,something borrowed (2011),comedy drama romance,jenniesnyderurman,cheating fiancee pregnant best friend law school,ginnifergoodwin katehudson colinegglesfield
86826,june 9 (2008) ,horror mystery thriller,t.michaelconway,scream prank terror walkie talkie,jonray trevorwilliams maggieblazunas
86833,bridesmaids (2011),comedy,kristenwiig,casual sex loud sex partial female nudity sex scene,kristenwiig terrycrews mayarudolph
86835,priest (2011),action horror sci-fi thriller,corygoodman,vampire priest church warrior,paulbettany karlurban camgigandet
86837,"19th wife, the (2010)",drama,rodholcomb,lost keys credit card kinky sex climbing out a window,chylerleigh mattczuchry alexiafast
86841,"storm warriors, the (fung wan ii) (2009)",action adventure fantasy,oxidechunpang,sequel second part second in trilogy roman numeral in title,aaronkwok ekincheng kennyho
86844,same same but different (2009),drama romance,detlevbuck,bare chested male,apinyasakuljaroensuk davidkross jensharzer
86846,eye of the dolphin (2006),children drama,michaeld.sellers,teenager troubled teen dysfunctional father meeting biological child for the first time,carlyschroeder adriandunbar georgeharris
86848,intimate enemies (l'ennemi intime) (2007),drama war,patrickrotman,kill military uniform french military helicopter,benoîtmagimel albertdupontel aurélienrecoing
86852,"beaver, the (2011)",drama,kylekillen,marriage problems depression dysfunctional family directed by star,melgibson cherryjones jodiefoster
86880,pirates of the caribbean: on stranger tides (2011),action adventure fantasy imax,tedelliott,pirate captain blackbeard soldier,johnnydepp penélopecruz geoffreyrush
86882,midnight in paris (2011),comedy fantasy romance,woodyallen,time travel romance 1920s love golden age,owenwilson rachelmcadams kurtfuller
86884,"kid with a bike, the (le gamin au vélo) (2011)",drama,lucdardenne,boy tears crying family relationships,thomasdoret céciledefrance jérémierenier
86892,the man from nowhere (2010),action crime thriller,jeong-beomlee,drugs police one against many rescue,wonbin sae-ronkim tae-hoonkim
86898,"tree of life, the (2011)",drama,terrencemalick,childhood strict father waco texas 1950s,bradpitt seanpenn jessicachastain
86911,"hangover part ii, the (2011)",comedy,craigmazin,wedding pubic hair strip club bachelor party,bradleycooper edhelms zachgalifianakis
86922,nothing to declare (rien à déclarer) (2010),comedy,danyboon,year 1993 year 1986 1990s 1980s,benoîtpoelvoorde danyboon christelpedrinelli
86943,fly away (2011),drama,janetgrillo,love single mother autism f rated,bethbroderick ashleyrickards aramazdstepanian
86947,van diemen's land (2009),drama,jonathanaufderheide,australia convict wilderness australian,oscarredding arthurangel paulashcroft
86949,one hundred mornings (2009),drama,conorhorgan,death jealousy infidelity female nudity,ciaránmcmenamin alexreid rorykeenan
86973,john rabe (2009),drama war,floriangallenberger,japanese occupation japanese occupation of china character name as title two word title,ulrichtukur danielbrühl stevebuscemi
86977,oh my god (2009),documentary,peterrodger,spirituality religion politics judaism,peterrodger hughjackman ringostarr
86985,stonewall uprising (2010),documentary,davidheilbroner,title co directed by female uprising rebellion gay liberation,paulbosche alfredodelrio johndigiacomo
86988,ballou (2008),documentary musical,michaelpatrei,band marching band,marionbarryjr. chuckbrown lewisfranklin
87000,"virginity hit, the (2010)",comedy,huckbotko,film starts with text bong woman wearing a string bikini buying condoms,mattbennett zackpearlman jacobdavich
87004,pina (2011),documentary musical,wimwenders,choreographer modern dance artistic creation dance,reginaadvento malouairaudo ruthamarante
87012,under our skin (2008),documentary,mandyhughes,alternative health quackery lyme disease health,mandyhughes seanhughes danawalsh
87016,belle toujours (2006),drama,manoeldeoliveira,dinner secret revenge concert,michelpiccoli bulleogier ricardotrêpa
87028,"roommate, the (2011)",drama thriller,sonnymallhi,psychological thriller tied to a bed psycho thriller tied up,leightonmeester minkakelly camgigandet
87036,comedy of innocence (comédie de l'innocence) (2000),drama thriller,raoulruiz,scantily clad female 360 degree well camera shot park birthday,isabellehuppert jeannebalibar charlesberling
87040,"housemaid, the (hanyo) (1960)",crime drama horror,ki-youngkim,korean noir master maid relationship south korea piano,jinkyukim jeung-nyeoju eun-shimlee
87049,frownland (2007),comedy drama,ronaldbronstein,male frontal nudity insecurity mental breakdown aggression,doremann paulgrimstad davidsandholm
87051,"king of escape, the (le roi de l'évasion) (2009)",adventure comedy,alainguiraudie,adult actress playing minor female nudity male nudity gay man has sex with a woman,ludovicberthillot hafsiaherzi pierrelaur
87055,tomorrow we move (demain on déménage) (2004),comedy,chantalakerman,title directed by female caucasian,sylvietestud auroreclément jean-pierremarielle
87059,no rest for the brave (pas de repos pour les braves) (2003),comedy drama romance,alainguiraudie,blackcurrant experimental gasoline station color,thomassuire laurentsoffiati thomasblanchard
87069,ossos (1997),drama,pedrocosta,suicide by gas disillusionment urban setting baby,vandaduarte nunovaz mariyalipkina
87071,all is forgiven (tout est pardonné) (2007),drama,miahansen-løve,f rated teenager male female relationship paris france,paulblain marie-christinefriedrich victoirerousseau
87076,fraulein (das fräulein) (2006) ,drama,andreastaka,female nudity,mirjanakaranovic marijaskaricic ljubicajovic
87079,trust (2010),drama thriller,andybellin,lying about age internet chat father daughter relationship teenager,cliveowen catherinekeener lianaliberato
87081,penny dreadful (2006),horror thriller,dianedoniol-valcroze,fear fear of cars psychologist phobia,rachelminer mimirogers chadtodhunter
87098,"mosquito net, the (la mosquitera) (2010)",drama,agustívila,woman has an affair with a teenage boy sex with friend's mother wife has an affair with her son's friend accidental incest,emmasuárez eduardfernández martinagarcía
87100,loft (2010),comedy thriller,bartdepauw,loft friend f rated bare breasts,fedjavanhuêt barryatsma jeroenvankoningsbrugge
87103,vieraalla maalla (2003),comedy romance,ilkkavanne,love kidnapping brother sister relationship volunteer,villehaapasalo irinabjörklund pietrosteiner
87105,open season 3 (2010),animation children comedy,davidi.stern,russian circus prince and pauper look alike,matthewj.munn nikafutterman maddietaylor
87164,henri-georges clouzot's inferno (l'enfer d'henri-georges clouzot) (2009),documentary,l'enfer,water skiing stalking steam train railroad bridge,romyschneider bérénicebejo sergereggiani
87166,stolen (stolen lives) (2009),crime drama mystery thriller,glenntaranto,children toy wooden box retarded child,jonhamm joshlucas rhonamitra
